,job,job_status,unemployed,services,management,blue-collar,self-employed,technician,entrepreneur,admin.,student,housemaid,retired,unknown,y
3395,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,0
3396,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
3397,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
3398,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3399,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3400,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
3401,unemployed,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3402,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3403,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3404,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
3405,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
3406,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
3407,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3408,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3409,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3410,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3411,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3412,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
3413,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,1
3414,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3415,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
3416,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3417,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
3418,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3419,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
3420,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3421,housemaid,10,0,0,0,0,0,0,0,0,0,1,0,0,0
3422,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,1
3423,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3424,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,1
3425,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3426,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
3427,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,0
3428,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
3429,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3430,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3431,student,9,0,0,0,0,0,0,0,0,1,0,0,0,1
3432,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3433,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3434,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3435,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3436,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3437,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
3438,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3439,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
3440,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
3441,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
3442,unemployed,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3443,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3444,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3445,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3446,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
3447,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3448,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
3449,unemployed,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3450,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3451,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3452,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
3453,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3454,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
3455,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3456,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
3457,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3458,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,1
3459,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
3460,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
3461,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3462,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3463,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
3464,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
3465,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3466,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
3467,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3468,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3469,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3470,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3471,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3472,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3473,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3474,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
3475,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3476,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3477,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3478,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3479,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3480,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
3481,unemployed,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3482,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
3483,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3484,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3485,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,0
3486,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
3487,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,0
3488,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
3489,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3490,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3491,management,3,0,0,1,0,0,0,0,0,0,0,0,0,1
3492,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3493,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3494,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3495,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
3496,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3497,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
3498,services,2,0,1,0,0,0,0,0,0,0,0,0,0,1
3499,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
3500,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3501,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3502,management,3,0,0,1,0,0,0,0,0,0,0,0,0,1
3503,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
3504,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3505,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3506,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3507,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3508,housemaid,10,0,0,0,0,0,0,0,0,0,1,0,0,0
3509,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3510,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,1
3511,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3512,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3513,housemaid,10,0,0,0,0,0,0,0,0,0,1,0,0,0
3514,unemployed,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3515,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3516,housemaid,10,0,0,0,0,0,0,0,0,0,1,0,0,0
3517,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3518,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
3519,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3520,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3521,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3522,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3523,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3524,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
3525,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
3526,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3527,services,2,0,1,0,0,0,0,0,0,0,0,0,0,1
3528,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3529,unknown,12,0,0,0,0,0,0,0,0,0,0,0,1,0
3530,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3531,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3532,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
3533,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3534,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
3535,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3536,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3537,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
3538,unemployed,1,1,0,0,0,0,0,0,0,0,0,0,0,1
3539,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
3540,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,1
3541,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,0
3542,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
3543,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3544,unemployed,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3545,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
3546,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3547,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3548,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
3549,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3550,housemaid,10,0,0,0,0,0,0,0,0,0,1,0,0,0
3551,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3552,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
3553,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,1
3554,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3555,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3556,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,1
3557,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
3558,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,1
3559,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
3560,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3561,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3562,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3563,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3564,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3565,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
3566,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
3567,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3568,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
3569,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3570,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3571,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
3572,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3573,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3574,housemaid,10,0,0,0,0,0,0,0,0,0,1,0,0,0
3575,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
3576,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3577,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3578,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3579,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3580,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,0
3581,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
3582,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3583,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3584,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3585,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,0
3586,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,1
3587,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3588,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3589,management,3,0,0,1,0,0,0,0,0,0,0,0,0,1
3590,unemployed,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3591,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3592,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
3593,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3594,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
3595,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3596,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
3597,housemaid,10,0,0,0,0,0,0,0,0,0,1,0,0,0
3598,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
3599,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3600,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3601,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3602,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3603,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3604,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3605,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3606,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
3607,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
3608,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3609,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3610,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3611,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3612,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3613,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3614,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
3615,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
3616,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3617,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3618,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
3619,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3620,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
3621,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3622,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3623,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3624,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
3625,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3626,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3627,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
3628,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
3629,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3630,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3631,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
3632,student,9,0,0,0,0,0,0,0,0,1,0,0,0,0
3633,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3634,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
3635,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3636,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3637,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
3638,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3639,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3640,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3641,student,9,0,0,0,0,0,0,0,0,1,0,0,0,0
3642,management,3,0,0,1,0,0,0,0,0,0,0,0,0,1
3643,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
3644,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
3645,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3646,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3647,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3648,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3649,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3650,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
3651,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
3652,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,1
3653,services,2,0,1,0,0,0,0,0,0,0,0,0,0,1
3654,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3655,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3656,student,9,0,0,0,0,0,0,0,0,1,0,0,0,0
3657,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
3658,services,2,0,1,0,0,0,0,0,0,0,0,0,0,1
3659,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3660,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3661,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3662,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3663,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3664,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3665,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
3666,services,2,0,1,0,0,0,0,0,0,0,0,0,0,1
3667,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3668,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3669,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
3670,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3671,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3672,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3673,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,1
3674,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3675,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3676,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
3677,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,0
3678,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3679,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
3680,unemployed,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3681,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,1
3682,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3683,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3684,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,1
3685,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3686,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
3687,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3688,unemployed,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3689,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3690,housemaid,10,0,0,0,0,0,0,0,0,0,1,0,0,1
3691,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3692,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3693,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
3694,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3695,management,3,0,0,1,0,0,0,0,0,0,0,0,0,1
3696,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
3697,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
3698,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3699,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3700,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
3701,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3702,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3703,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3704,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3705,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3706,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
3707,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3708,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3709,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,0
3710,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
3711,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3712,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3713,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3714,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3715,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
3716,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
3717,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3718,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
3719,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3720,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3721,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
3722,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
3723,services,2,0,1,0,0,0,0,0,0,0,0,0,0,1
3724,housemaid,10,0,0,0,0,0,0,0,0,0,1,0,0,0
3725,unemployed,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3726,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3727,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3728,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3729,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,0
3730,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,1
3731,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
3732,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3733,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,1
3734,services,2,0,1,0,0,0,0,0,0,0,0,0,0,1
3735,unemployed,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3736,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3737,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
3738,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3739,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3740,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,1
3741,housemaid,10,0,0,0,0,0,0,0,0,0,1,0,0,0
3742,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
3743,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,1
3744,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
3745,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
3746,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3747,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3748,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3749,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3750,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
3751,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3752,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
3753,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3754,management,3,0,0,1,0,0,0,0,0,0,0,0,0,1
3755,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3756,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
3757,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3758,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3759,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
3760,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3761,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
3762,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3763,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3764,unemployed,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3765,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,1
3766,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3767,housemaid,10,0,0,0,0,0,0,0,0,0,1,0,0,0
3768,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3769,housemaid,10,0,0,0,0,0,0,0,0,0,1,0,0,0
3770,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3771,management,3,0,0,1,0,0,0,0,0,0,0,0,0,1
3772,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3773,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3774,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3775,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3776,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3777,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3778,management,3,0,0,1,0,0,0,0,0,0,0,0,0,1
3779,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3780,management,3,0,0,1,0,0,0,0,0,0,0,0,0,1
3781,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3782,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3783,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
3784,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3785,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3786,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,1
3787,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3788,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
3789,management,3,0,0,1,0,0,0,0,0,0,0,0,0,1
3790,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3791,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
3792,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3793,housemaid,10,0,0,0,0,0,0,0,0,0,1,0,0,0
3794,unemployed,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3795,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
3796,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,1
